Nombre del Resort,Rate,Estrellas,Km de Freeride,Continente,Pais,Estado,Altitud,Facil,Intermedio,Dificil,Total de kilometros,Precio,Moneda,Tamaño del resort de esqui,Variedad de pistas,Fiabilidad de la nieve,Orientacion de mapas,Limpieza e higiene,Apres-ski,Snow parks,Esqui de fondo y senderos,pais,latitude,longitude,ISO Code
. Winterberg (Skiliftkarussell),3.3,2.0,0.0,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),820.0,14.0,12.0,1.5,27,35.0,European Euro,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,DE,51.165691,10.451526,DEU
. Götschen – Bischofswiesen,3.2,2.0,0.0,Europe,Germany,Bavaria (Bayern),1307.0,2.9,1.8,4.0,8,25.0,European Euro,1.9,2.2,,,,,,,DE,51.165691,10.451526,DEU
. Snow Dome Bispingen (indoor ski area),3.2,1.0,0.0,Europe,Germany,Lower Saxony (Niedersachsen),122.0,0.3,0.0,0.0,0,37.0,European Euro,1.0,1.0,5.0,2.0,5.0,3.0,4.0,1.0,DE,51.165691,10.451526,DEU
. Oberaudorf – Hocheck,3.2,2.0,2.0,Europe,Germany,Bavaria (Bayern),900.0,3.0,4.0,1.0,8,24.0,European Euro,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,DE,51.165691,10.451526,DEU
. Ochsenkopf,3.2,1.0,0.0,Europe,Germany,Bavaria (Bayern),1024.0,2.4,2.3,0.0,4,20.5,European Euro,2.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,DE,51.165691,10.451526,DEU
. Kolbensattel – Oberammergau,3.1,1.0,0.0,Europe,Germany,Bavaria (Bayern),1276.0,7.4,0.6,0.0,8,29.0,European Euro,2.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,DE,51.165691,10.451526,DEU
. Willingen – Ettelsberg,3.1,2.0,0.0,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),838.0,7.0,9.0,0.0,16,28.0,European Euro,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,DE,51.165691,10.451526,DEU
. Pröller Skidreieck (St. Englmar),3.0,2.0,0.0,Europe,Germany,Bavaria (Bayern),1030.0,2.0,3.5,0.5,6,22.0,European Euro,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,DE,51.165691,10.451526,DEU
. Geißkopf – Bischofsmais,3.0,2.0,0.0,Europe,Germany,Bavaria (Bayern),1116.0,1.8,5.3,0.9,8,24.0,European Euro,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,DE,51.165691,10.451526,DEU
. Zugspitze,3.0,3.0,0.0,Europe,Germany,Bavaria (Bayern),2720.0,7.0,13.0,0.0,20,45.0,European Euro,2.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Postwiesen Skidorf – Neuastenberg,3.0,2.0,0.0,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),730.0,3.0,3.4,1.6,8,27.0,European Euro,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,DE,51.165691,10.451526,DEU
. Belchen,2.9,2.0,8.0,Europe,Germany,Baden-Wurttemberg,1356.0,6.0,2.0,0.0,8,25.0,European Euro,2.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Schöneck (Skiwelt),2.9,2.0,0.0,Europe,Germany,Saxony (Sachsen),760.0,0.6,1.0,0.6,2,22.0,European Euro,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,DE,51.165691,10.451526,DEU
steibis-imberg-oberstaufen,2.9,,,Europe,Germany,Bavaria (Bayern),1338.0,6.0,5.0,6.6,17,36.0,European Euro,2.3,2.7,,,,,,,DE,51.165691,10.451526,DEU
huendlethalkirchdorf-oberstaufen,2.9,,,Europe,Germany,Bavaria (Bayern),1210.0,10.1,7.3,0.6,18,32.0,European Euro,2.3,2.5,,,,,,,DE,51.165691,10.451526,DEU
. Steckenberg – Unterammergau,2.8,2.0,0.0,Europe,Germany,Bavaria (Bayern),1050.0,1.5,5.0,1.5,8,18.0,European Euro,2.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,DE,51.165691,10.451526,DEU
kampenwand-aschau-im-chiemgau,2.8,,,Europe,Germany,Bavaria (Bayern),1467.0,7.0,4.0,1.0,12,29.0,European Euro,2.2,2.4,,,,,,,DE,51.165691,10.451526,DEU
. Todtnauberg,2.7,2.0,6.8,Europe,Germany,Baden-Wurttemberg,1400.0,0.0,13.0,0.0,13,30.0,European Euro,2.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,DE,51.165691,10.451526,DEU
. Altastenberg,2.7,2.0,1.0,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),800.0,4.1,2.7,4.1,10,25.0,European Euro,2.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,DE,51.165691,10.451526,DEU
. Unternberg (Ruhpolding),2.7,2.0,3.6,Europe,Germany,Bavaria (Bayern),1417.0,1.5,1.0,0.0,2,24.0,European Euro,2.0,2.0,3.0,2.0,4.0,1.0,1.0,5.0,DE,51.165691,10.451526,DEU
. Silberberg – Bodenmais,2.7,1.0,0.0,Europe,Germany,Bavaria (Bayern),955.0,2.0,0.0,0.0,2,20.0,European Euro,1.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,DE,51.165691,10.451526,DEU
. Monte Kaolino – Hirschau (sand ski area),1.0,2.0,0.0,Europe,Germany,Bavaria (Bayern),530.0,0.0,0.0,0.2,0,35.0,European Euro,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Hohe Bracht – Lennestadt,1.0,2.0,0.0,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),580.0,0.3,0.3,0.0,0,10.0,European Euro,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Hirtenteich – Essingen-Lauterburg/Aalen,1.0,2.0,0.0,Europe,Germany,Baden-Wurttemberg,690.0,2.5,1.5,0.0,4,20.0,European Euro,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,DE,51.165691,10.451526,DEU
. Bläsiberg – Wiesensteig,1.0,2.0,0.0,Europe,Germany,Baden-Wurttemberg,761.0,2.6,1.2,0.4,4,19.0,European Euro,1.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,DE,51.165691,10.451526,DEU
. Auf der Rieder – Eschenlohe,1.0,2.0,0.0,Europe,Germany,Bavaria (Bayern),700.0,0.5,0.2,0.3,1,7.0,European Euro,1.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Hirschberglifte – Kreuth,1.0,2.0,0.0,Europe,Germany,Bavaria (Bayern),1196.0,0.8,0.8,0.8,2,19.0,European Euro,1.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,DE,51.165691,10.451526,DEU
. Wurmberg – Braunlage,2.0,2.0,0.8,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),970.0,10.0,1.3,0.5,11,32.0,European Euro,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,DE,51.165691,10.451526,DEU
. Hundseck – Bühlertallifte,1.0,1.0,0.0,Europe,Germany,Baden-Wurttemberg,1002.0,1.2,0.0,0.0,1,20.0,European Euro,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Beuerberg,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),630.0,1.0,0.0,0.0,1,0.0,-,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Markbuchen/Predigtstuhl (St. Englmar),1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),1024.0,4.0,0.0,0.0,4,20.0,European Euro,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,DE,51.165691,10.451526,DEU
. Kapellenberg (St. Englmar),1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),880.0,0.3,0.0,0.0,0,14.0,European Euro,1.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,DE,51.165691,10.451526,DEU
. Grün-Maibrunn (St. Englmar),1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),820.0,1.8,0.0,0.0,1,18.0,European Euro,1.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,DE,51.165691,10.451526,DEU
. Sahnehang,1.0,1.0,0.0,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),836.0,0.8,0.0,0.0,0,18.0,European Euro,1.0,1.0,3.0,2.0,5.0,2.0,1.0,4.0,DE,51.165691,10.451526,DEU
. Hunau – Bödefeld,1.0,1.0,0.0,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),810.0,4.0,0.0,0.0,4,24.9,European Euro,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Mehliskopf,1.0,1.0,0.0,Europe,Germany,Baden-Wurttemberg,1000.0,0.5,0.5,0.5,1,25.0,European Euro,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,DE,51.165691,10.451526,DEU
. Kaltenbronn,1.0,1.0,0.0,Europe,Germany,Baden-Wurttemberg,958.0,0.6,0.0,0.0,0,20.0,European Euro,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Fahlenscheid – Olpe,1.0,1.0,0.0,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),593.0,1.2,0.8,0.0,2,20.0,European Euro,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Wissen,1.0,1.0,0.0,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz),267.0,0.7,0.3,0.0,1,14.0,European Euro,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Burbach,1.0,1.0,0.0,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),520.0,0.6,0.0,0.0,0,13.0,European Euro,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Altenseelbach,1.0,1.0,0.0,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),342.0,0.2,0.2,0.0,0,0.0,-,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Stinesser Lifte – Fischen i. Allgäu,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),891.0,0.6,0.4,0.0,1,19.5,European Euro,1.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Hesselberg,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),610.0,0.4,0.0,0.0,0,10.0,European Euro,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,DE,51.165691,10.451526,DEU
. Reiserhang – Gaißach,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),835.0,0.5,0.5,0.0,1,17.0,European Euro,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Bottrop (alpincenter) (indoor ski area),1.0,1.0,0.0,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),113.0,0.4,0.2,0.0,0,52.0,European Euro,1.0,1.0,5.0,2.0,3.0,4.0,2.0,1.0,DE,51.165691,10.451526,DEU
. Johanngeorgenstadt – Külliggut,1.0,1.0,0.0,Europe,Germany,Saxony (Sachsen),880.0,1.2,0.8,0.0,2,14.0,European Euro,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Klausenlift – Mehlmeisel,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),815.0,0.0,0.7,0.0,0,18.0,European Euro,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,DE,51.165691,10.451526,DEU
. Hempelsberg/Geiersberg – Oberwarmensteinach,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),770.0,1.3,0.7,0.0,2,18.0,European Euro,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,DE,51.165691,10.451526,DEU
. Fleckllift – Warmensteinach,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),690.0,0.3,0.0,0.0,0,11.0,European Euro,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,DE,51.165691,10.451526,DEU
. Bleaml Alm – Neubau (Fichtelberg),1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),850.0,0.3,0.0,0.0,0,13.0,European Euro,1.0,1.0,3.0,1.0,4.0,2.0,1.0,5.0,DE,51.165691,10.451526,DEU
. Greising – Deggendorf,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),870.0,0.5,0.0,0.0,0,17.0,European Euro,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,DE,51.165691,10.451526,DEU
. Pfulb – Schopfloch (Lenningen),1.0,1.0,0.0,Europe,Germany,Baden-Wurttemberg,770.0,0.5,0.4,0.1,1,12.0,European Euro,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,DE,51.165691,10.451526,DEU
. Ostalb – Aalen,1.0,1.0,0.0,Europe,Germany,Baden-Wurttemberg,680.0,1.2,0.8,0.0,2,20.0,European Euro,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,DE,51.165691,10.451526,DEU
. Im Salzwinkel – Zainingen (Römerstein),1.0,1.0,0.5,Europe,Germany,Baden-Wurttemberg,830.0,0.8,0.0,0.0,0,18.0,European Euro,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,DE,51.165691,10.451526,DEU
. Halde – Westerheim,1.0,1.0,0.0,Europe,Germany,Baden-Wurttemberg,820.0,2.0,0.0,0.0,2,16.0,European Euro,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Donnstetten (Römerstein),1.0,1.0,0.0,Europe,Germany,Baden-Wurttemberg,854.0,1.0,0.0,0.0,1,18.0,European Euro,1.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Ohlstadt,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),730.0,0.3,0.0,0.0,0,0.0,-,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,DE,51.165691,10.451526,DEU
. Am Ried – Farchant,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),772.0,0.6,0.0,0.0,0,12.0,European Euro,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Kirburg,1.0,1.0,0.0,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),470.0,0.3,0.0,0.0,0,12.0,European Euro,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Bischofsreut,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),1000.0,0.5,0.0,0.0,0,8.5,European Euro,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,DE,51.165691,10.451526,DEU
. Kirchberglifte – Kreuth,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),890.0,1.0,0.0,0.0,1,12.0,European Euro,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Oedberg – Gmund-Ostin,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),970.0,1.0,1.0,0.0,2,20.0,European Euro,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,DE,51.165691,10.451526,DEU
. Hanslmühle – Mauern,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),460.0,0.7,0.3,0.0,1,0.0,-,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,DE,51.165691,10.451526,DEU
. Hörnle – Bad Kohlgrub,2.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),1400.0,6.0,3.0,0.0,9,20.0,European Euro,2.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Rabenkopf – Oberau,1.0,1.0,0.0,Europe,Germany,Bavaria (Bayern),760.0,0.5,0.5,0.0,1,12.0,European Euro,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,DE,51.165691,10.451526,DEU
adelharz-and-breitensteinlifts-kranzegg-rettenberg,2.0,,,Europe,Germany,Bavaria (Bayern),1295.0,6.0,4.0,0.0,10,19.0,European Euro,2.0,2.0,,,,,,,DE,51.165691,10.451526,DEU
aggenhausen-mahlstetten,1.2,,,Europe,Germany,Baden-Wurttemberg,902.0,0.7,0.0,0.0,0,13.0,European Euro,1.2,1.0,,,,,,,DE,51.165691,10.451526,DEU
albuch-heidenheim-schnaitheim,1.2,,,Europe,Germany,Baden-Wurttemberg,580.0,0.6,0.0,0.0,0,12.0,European Euro,1.2,1.0,,,,,,,DE,51.165691,10.451526,DEU
alte-golfwiese-oberhof,1.1,,,Europe,Germany,Thuringia (Thuringen),815.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
alte-reite-rosshaupten,1.1,,,Europe,Germany,Bavaria (Bayern),890.0,0.5,0.0,0.0,0,9.0,European Euro,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
altenfeld,1.1,,,Europe,Germany,Thuringia (Thuringen),710.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
altglashuette-baernau,1.3,,,Europe,Germany,Bavaria (Bayern),900.0,2.0,0.0,0.0,2,0.0,-,1.3,1.0,,,,,,,DE,51.165691,10.451526,DEU
althuette-waldmuenchen,1.1,,,Europe,Germany,Bavaria (Bayern),809.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
altreichenau,1.3,,,Europe,Germany,Bavaria (Bayern),800.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-brande-hohegeiss-braunlage,1.3,,,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),642.0,1.0,0.0,0.0,1,22.0,European Euro,1.3,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-crux-vesser-suhl,1.0,,,Europe,Germany,Thuringia (Thuringen),700.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-grenzhang-tellerhaeuser-breitenbrunn,1.0,,,Europe,Germany,Saxony (Sachsen),960.0,0.2,0.0,0.0,0,7.0,European Euro,1.0,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-gruendelwald-joehstadt,1.3,,,Europe,Germany,Saxony (Sachsen),821.0,0.9,0.3,0.0,1,12.0,European Euro,1.3,1.3,,,,,,,DE,51.165691,10.451526,DEU
am-hainberg-olbernhau,1.1,,,Europe,Germany,Saxony (Sachsen),602.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-hexenwaeldle-krauchenwies,1.1,,,Europe,Germany,Baden-Wurttemberg,622.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-muehlberg-einsiedel-chemnitz,1.0,,,Europe,Germany,Saxony (Sachsen),460.0,0.0,0.2,0.0,0,8.0,European Euro,1.0,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-poppenberg-brilon,1.2,,,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),605.0,0.6,0.0,0.0,0,13.0,European Euro,1.2,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-richtergrund-massive-snowpark-hermsdorf,1.2,,,Europe,Germany,Saxony (Sachsen),780.0,0.9,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-ritter-gehlberg,1.3,,,Europe,Germany,Thuringia (Thuringen),915.0,1.0,0.0,0.0,1,18.0,European Euro,1.3,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-schiessberg-crottendorf,1.3,,,Europe,Germany,Saxony (Sachsen),790.0,0.6,0.4,0.0,1,10.0,European Euro,1.3,1.3,,,,,,,DE,51.165691,10.451526,DEU
am-tueppel-warstein,1.1,,,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),458.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-wasserturm-snow-fun-arena-dobel,1.0,,,Europe,Germany,Baden-Wurttemberg,710.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-wasserturm-stollbergerzgeb,1.0,,,Europe,Germany,Saxony (Sachsen),460.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-wolf-herdorf,1.1,,,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz),355.0,0.0,0.3,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
am-zickesberg-setzelbach-rasdorf,1.1,,,Europe,Germany,Hesse (Hessen),432.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
an-der-kniebreche-steinbach-hallenberg,1.2,,,Europe,Germany,Thuringia (Thuringen),680.0,0.7,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,DE,51.165691,10.451526,DEU
andreasberg-auerbacherzg,1.1,,,Europe,Germany,Saxony (Sachsen),600.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
antoni-fridingen-an-der-donau,1.3,,,Europe,Germany,Baden-Wurttemberg,680.0,0.5,0.4,0.1,1,9.0,European Euro,1.3,1.6,,,,,,,DE,51.165691,10.451526,DEU
arft,1.3,,,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz),620.0,0.5,0.5,0.0,1,9.0,European Euro,1.3,1.3,,,,,,,DE,51.165691,10.451526,DEU
argental-weitnau,1.3,,,Europe,Germany,Bavaria (Bayern),920.0,1.0,0.0,0.0,1,14.0,European Euro,1.3,1.0,,,,,,,DE,51.165691,10.451526,DEU
arnsberg,2.0,,,Europe,Germany,Bavaria (Bayern),843.0,5.5,4.0,0.0,9,17.0,European Euro,2.0,2.0,,,,,,,DE,51.165691,10.451526,DEU
ascher-rauth-fuchstal,1.0,,,Europe,Germany,Bavaria (Bayern),674.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,DE,51.165691,10.451526,DEU
au-webergletscher-bad-feilnbach,1.1,,,Europe,Germany,Bavaria (Bayern),560.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
auerberg-bernbeuren,1.1,,,Europe,Germany,Bavaria (Bayern),1000.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
auf-der-rose-altenau,1.1,,,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),550.0,0.5,0.0,0.0,0,15.0,European Euro,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
bad-wildbad,1.2,,,Europe,Germany,Baden-Wurttemberg,775.0,0.8,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,DE,51.165691,10.451526,DEU
baerenstein,1.3,,,Europe,Germany,Saxony (Sachsen),840.0,0.5,0.5,0.0,1,0.0,-,1.3,1.3,,,,,,,DE,51.165691,10.451526,DEU
balsberg-unterwoessen,1.1,,,Europe,Germany,Bavaria (Bayern),615.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
barmsee-kruen,1.1,,,Europe,Germany,Bavaria (Bayern),950.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
battenhausen-am-hohen-lohr,1.2,,,Europe,Germany,Hesse (Hessen),560.0,0.8,0.0,0.0,0,19.0,European Euro,1.2,1.0,,,,,,,DE,51.165691,10.451526,DEU
beiningen-blaubeuren,1.1,,,Europe,Germany,Baden-Wurttemberg,700.0,0.5,0.0,0.0,0,16.0,European Euro,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
beiwald-upfingen-st-johann,1.1,,,Europe,Germany,Baden-Wurttemberg,800.0,0.4,0.0,0.0,0,16.0,European Euro,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
beli-bor-tara,1.1,,,Europe,Germany,Germany,1010.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
benneckenstein,1.1,,,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),540.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
benzeck-blindau-reit-im-winkl,1.3,,,Europe,Germany,Bavaria (Bayern),740.0,1.0,0.0,0.0,1,17.0,European Euro,1.3,1.0,,,,,,,DE,51.165691,10.451526,DEU
bergbrunnenlift-gersbach,1.3,,,Europe,Germany,Baden-Wurttemberg,945.0,0.8,0.4,0.0,1,0.0,-,1.3,1.3,,,,,,,DE,51.165691,10.451526,DEU
berger-hoehe-wangen-im-allgaeu,1.0,,,Europe,Germany,Southern Germany,600.0,0.2,0.0,0.0,0,10.0,European Euro,1.0,1.0,,,,,,,DE,51.165691,10.451526,DEU
berghalde-penzberg,1.1,,,Europe,Germany,Bavaria (Bayern),640.0,0.3,0.0,0.0,0,3.0,European Euro,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
berglandlift-lackenhaeuser-neureichenau,1.3,,,Europe,Germany,Bavaria (Bayern),750.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,DE,51.165691,10.451526,DEU
bergwiese-schwarzenbach-am-wald,1.3,,,Europe,Germany,Bavaria (Bayern),680.0,0.8,0.2,0.0,1,0.0,-,1.3,1.3,,,,,,,DE,51.165691,10.451526,DEU
bermsgruen-schwarzenberg,1.1,,,Europe,Germany,Saxony (Sachsen),660.0,0.4,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
bidingen,1.1,,,Europe,Germany,Bavaria (Bayern),824.0,0.4,0.0,0.0,0,6.5,European Euro,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
birkach-herrieden,1.1,,,Europe,Germany,Bavaria (Bayern),495.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
birkholzlift-heinersreuth-presseck,1.3,,,Europe,Germany,Bavaria (Bayern),675.0,2.0,0.0,0.0,2,17.0,European Euro,1.3,1.0,,,,,,,DE,51.165691,10.451526,DEU
bitz,1.0,,,Europe,Germany,Baden-Wurttemberg,900.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,DE,51.165691,10.451526,DEU
blasienberg-kirchheim-am-ries,1.1,,,Europe,Germany,Baden-Wurttemberg,580.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
blockhaus-reichshof,1.1,,,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),490.0,0.3,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
blomberg-bad-toelzwackersberg,1.1,,,Europe,Germany,Bavaria (Bayern),1236.0,0.0,0.0,0.0,0,22.0,European Euro,1.1,1.0,,,,,,,DE,51.165691,10.451526,DEU
bocksberg-hahnenklee,1.5,,,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),726.0,1.9,1.8,0.6,4,27.9,European Euro,1.5,1.8,,,,,,,DE,51.165691,10.451526,DEU
